"text","rating"
"Summary: RL with Verifiable Rewards (RLVR) works well in domains like math and coding, where correctness is easily verified. In open-domain QA, verifying correctness is hard due to ambiguous or conflicting information. Existing work has primarily focused on improving faithfulness, defined as semantic alignment with supporting documents, but not focused on improving factual accuracy, leading to errors. 

To address this, authors proposed Thinking-supervised Reward Model (TRM). TRM evaluates answers in three steps: Given a query, answer, and supporting documents, TRM first evaluates the sentence-level faithfulness of the answer to the provided evidence. In the 2nd step, TRM will assess how does faithfulness inform correctness. Finally, TRM will check if the sentence is factually accurate. Results show that TRM outperforms baseline reward models (ORM and PRM) in detecting incorrect sentences and answers. Incorporating TRM into reinforcement learning improves correctness by up to 30.3% and usefulness by up to 35%. Ablation studies confirm the importance of the reasoning step.
Strengths: The improvements on correctness and usefulness seems substantial.

The paper is clearly written and easy to follow
Weaknesses: The evaluation is only on Tencent and CRUD datasets. Tencent dataset is closed source and not publicly available. The paper does not demonstrate generalizability across diverse domains, such as [HotpotQA](https://arxiv.org/abs/1809.09600), [AmbigQA](https://arxiv.org/abs/2004.10645).

The paper reports aggregate metrics but lacks qualitative analysis of where TRM fails (e.g., misjudging correctness despite high faithfulness). Please include error analysis and categorize common failure patterns.

How accurate is the judge? Usefulness is evaluated using LLM-as-a-judge (GPT 4.1), not human annotators. Please add human judges

While TRM introduces structured reasoning, similar ideas of decomposing correctness and faithfulness exist in prior works on fact-checking and verifiable QA.
Adlakha et al., 2024
Evaluating Correctness and Faithfulness of Instruction-Following Models for Question Answering
Metropolitansky et al., 2025
Towards Effective Extraction and Evaluation of Factual Claims","Reject"
"Summary: The authors propose MV-Diffus3R, a framework designed to decouple multi-view image generation quality from geometric alignment performance. 
To train the model, they utilize SV3D for handling misaligned multi-view image sets and employ ground-truth images from the Objaverse dataset. 
The architecture incorporates Plücker Ray Embeddings, a Dual-Pathway Attention Mechanism, and a Local Geometry Alignment module to effectively model geometric consistency across views. 
Experimental results demonstrate that the proposed method significantly improves multi-view image synthesis performance, achieving approximately 30% lower FID compared to existing methods such as InstructPix2Pix.
Strengths: 1. Clear Motivation
The motivation of the research is well-defined. The authors correctly identify that existing multi-view image synthesis models jointly handle the coupled tasks of image generation and geometric alignment, which can limit overall performance. Their approach to decouple these two stages provides a clear and logical direction, addressing a key bottleneck in current methods.

2. Comprehensive Ablation Study
The authors conduct a thorough ablation study on the proposed model architecture, effectively demonstrating the contribution of each component to the final performance. This detailed analysis helps validate the design choices and provides valuable insights into how individual modules influence the overall results.
Weaknesses: 1. Validation Limited to InstructPix2Pix
Although the proposed method is claimed to be a plug-and-play framework applicable to various image-to-multi-view synthesis models, the experiments are conducted only in combination with InstructPix2Pix. This narrow validation raises concerns about the generalization capability of the proposed approach. Additional experiments with other baseline models would strengthen the claim of model-agnostic applicability.

2. Dependence on SV3D for Training Data
The training pipeline relies heavily on SV3D to generate multi-view datasets. However, the paper does not include any ablation or comparative analysis using datasets generated by alternative multi-view synthesis models. Such an evaluation would be valuable to assess the robustness and data-dependence of the proposed method and to verify whether its performance improvements generalize beyond SV3D-based data.","Weak Accept"
"Summary: The paper proposes Minimality-Sufficiency Integration (MSI), a perturbation-based evaluation metric for saliency or relevance maps. MSI aims to unify some existing faithfulness metrics, combining different aspects of previous perturbation metrics such as prediction performance comparison between high and low importance regions, thresholded MoRF-Insertion and Deletion, and a penalty term for less-sparse explanations. The paper also introduces Learnable Adapter eXplanation (LAX), an auxiliary “explanation network” trained on top of a frozen classifier to generate saliency maps that optimize MSI scores. They evaluate the LAX method on Synthetic MNIST, CIFAR-10, and a CUB-200 subset, comparing LAX to Grad-CAM variants on a ResNet-18 architecture.
Strengths: - **Important Topic**: The evaluation of explanation methods in quantitative as well as theoretical terms is an important topic and helps improve trust in interpretability methods.
- **Reasonable Goal**: Combining sufficiency and minimality in a single metric is a reasonable goal for a metric and addresses some shortcomings in existing metrics.
- **Simple Metric Implementation**: The MSI appears to be simple to implement.
Weaknesses: - **Weak motivation and limited validation of MSI**: The paper does not convincingly demonstrate that MSI better captures attribution quality than existing metrics. MSI is essentially a composition of prior perturbation metrics with an additional sparsity penalty and a tunable selection threshold. To highlight its usefulness, the paper would need to provide more extensive empirical validation across multiple models, attribution methods, datasets, and hyperparameter regimes. The presented quantitative evidence (Table 2) is based on only four samples from a single ResNet-18 model using Grad-CAM and LAX, which is insufficient to draw general conclusions. Methods such as DeepLIFT, LRP or LIME are cited but never tested. The dependence of MSI on the hyperparameter alpha_min (the importance threshold) is especially underexplored. This parameter directly affects which regions are considered relevant and can behave inconsistently across attribution methods with different sparsity levels.
- **Insufficient LAX Experiments**: The LAX adapter is evaluated only on Grad-CAM variants with a single ResNet-18 architecture. The hyperparameter alpha_min changes across datasets without justification, and it is unclear whether any train/test split is used. As a result, it is not possible to assess whether the explanations generalize beyond the training data. The reported results are insufficient to draw meaningful conclusions about the proposed method.
- **Missing discussion of LAX Limitations**: Conceptual limitations of the LAX module are not addressed sufficiently. LAX introduces another model that learns to produce explanations for a frozen model optimizing for targets that are related to maximizing their introduced MSI metric. The paper does not analyze whether these explanations remain faithful or robust, especially for off-manifold or out-of-distribution inputs. Without such analysis, it is unclear whether LAX produces genuinely interpretable or merely overfitted saliency maps.
- **Missing computational analysis**: The paper provides no discussion of the computational cost of computing MSI or training LAX. Without runtime or complexity analysis, it is difficult to assess whether the proposed method is practical compared to existing explanation methods.","Reject"
"Summary: ZEUS accelerates diffusion/flow sampling without retraining by leveraging a budget‑induced “signal scarcity,” where each three‑step window contains at most one fresh denoiser call. Using only the fresh output and its backward difference, it derives a uniquely minimal, affine‑exact second‑order predictor proven BLUE among linear two‑point estimators, and stabilizes chaining via an interleaved zig–zag schedule that avoids back‑to‑back extrapolations. The zero‑overhead plug‑in is backbone‑ and parameterization‑agnostic, requiring no caches or architectural changes, and consistently pushes the speed–fidelity Pareto frontier outward on images and video with substantial end‑to‑end speedups and improved perceptual similarity.
Strengths: 1. This paper conducts extensive experiments to show the superiority.
2. It provides a theoretical analysis.
Weaknesses: 1. This paper is hard to read due to poor writing.
2. The proposed method is very similar to Taylor ($\\mathcal{O}=1$) for obtaining $\\widehat\\psi_{t-1}$.
3. I believe the method induces lots of memory costs, which is not justified by the authors.
4. The authors only provide comparisons with DiCache for FLUX. I believe they should include comparisons for the other models.  Also, the settings for baselines in this paper are not clear.
5. The performance of TaylorSeer is inconsistent (a huge gap) with its original paper (Tab. 1 for FLUX).","Weak Reject"
"Summary: This manuscript addresses the task of gene regulatory network (GRN) inference. The authors aim to overcome limitations of both graph-based and pairwise-based approaches by proposing a unified framework, scUniGP, which jointly models global regulatory topology and local TF–target interactions. Extensive experiments on seven benchmark datasets demonstrate the superior performance of the proposed model compared to existing methods.
Strengths: This paper is very well-written and well-organized, presenting complex concepts clearly and logically, which makes the methodology easy to follow. The experimental setup is comprehensive and thoughtfully designed, evaluating the model on seven benchmark GRN datasets and comparing against state-of-the-art graph- and pairwise-based methods, providing convincing evidence of the model’s effectiveness.
Weaknesses: The first concern is that the novelty of the proposed framework may be limited for a venue like ICLR, although the motivation, integrating global topological modeling with local TF–target interactions, is quite interesting and potentially impactful if this integration is novel. The second concern is the relatively small size of the benchmark datasets used in the experiments, with the number of genes ranging from 560 to 1120 and cells from 383 to 1071, which raises questions about the scalability and practical applicability of the proposed model to larger, more complex datasets.","Weak Reject"
"Summary: CoCoPIF addresses an important and growing problem in the code editing space which is **realistic** and **multi-turn** interactions. This area is still under-explored and the paper tackles an important first step in attempting to develop a new benchmark for the task. Unfortunately, the paper emphasizes realistic code, yet uses unrealistic source benchmarks and does not have a clear takeaway.
Strengths: - The problem is original and novel
- the presentation of the work, for the most part, is clear and easy to follow. 
- the benchmark contains over 800+ problems which is substantial.
Weaknesses: The paper emphasizes the importance of **realistic** instructions and code, but it uses code from livecodebench which is unrealistic by nature. Additionally, the instructions aren't real user instructions, but instructions deconstructed from real user instructions and then generated via an LLM. A better, integrated source of user instructions would make for a stronger case.
- It's unclear what the main takeaway of this paper is. Is it just that models can't do multi-turn as well due to instruction forgetting? Clearer takeaways would provide for a stronger impact.
- Additionally, if there's a focus on real users instructions it seems remiss to not include any references to Arena style work such as:
	- Chatbot Arena (WL Chiang, et. al.) (General Chat with Instructions / Multi-turn)
	- Copilot Arena (W Chi, et. al.) (Code Edits with in-the-wild Instructions)
- Lastly, this might be a personal preference, but I think the notation is unnecessary. It's fairly easily describable in words and not complex enough to need notation. Also, notations is not re-used.","Reject"
"Summary: This paper proposes a training-free MTP method that probes an LLM using on-the-fly generated mask tokens derived from the model’s own embedding space. These mask tokens guide the model to predict multiple future tokens in parallel without modifying model weights or relying on external draft models. They also propose a dynamic token tree to assess the quality of these predictions, and use block efficiency to control compute usage during inference. Experimental results show the effectiveness of the method.
Strengths: 1. This paper is technically sound and easy to understand. 
2. The experimental results show the effectiveness of the proposed method.
Weaknesses: 1. Why do you use block complexity/efficiency rather than tokens/s or mean accept tokens to judge the compute usage during inference when comparing to other training-free methods? It is more reliable to see if the actual speed-up of the proposed method is better than other competitors. 
2. It is far from enough to show the token per second results of your model and base model in Tab.3. It is also far from enough to only validate results on two models. Since it is a training free method, it should be easy to generalize to many different types (Qwen, Deepseek, etc.) and sizes of models (70B). The authors should conduct experiments on more of them. 
3. The paper focuses on generating tree structure and improve the overall MAT to speedup the large language model. However, they conduct experiments without using popular inference frameworks. Here comes a problem that the method may not have such speedup on the popular inference framework such as vLLM. In fact, HuggingFace Transformers framework does not optimize the speed of LLMs very well, which makes the ratio of the latency of tree generation process smaller. When using vLLM framework where the operations in LLMs are optimized very well, the tree generation process will take more time and reduce the speedup. The author should verify their method on such inference frameworks to show that their method is actually useful in reality.","Reject"
"Summary: - RefAlign aligns language models to a provided reference answer using semantic similarity as the reward in a simple REINFORCE‑style update.
- It removes preference pairs and reward models, aiming for a compact pipeline with competitive results on safety alignment, confidence calibration, and general instruction benchmarks.
- The approach is practical and easy to implement, but performance depends on reference quality and careful length control.
Strengths: - Originality: Unifies alignment around reference similarity and removes reward models and preference pairs.
- Quality: Strong results in safety and confidence alignment; competitive general alignment; reasonable ablations and comparisons.
- Clarity: Method and objective are easy to follow; training details are practical.
- Significance: Useful for bootstrapping smaller models from strong references, with lower data and engineering cost.
Weaknesses: - Reference quality dependence: effectiveness hinges on high‑quality, diverse references; noisy or narrow sets can misalign models.
- Length bias and calibration: outputs tend to be longer; needs explicit length penalties or controls and more consistent calibration reporting (e.g., ECE).
- Judge consistency: results may vary by judge; add multi‑judge analysis and open‑source judge checks.
- Baseline breadth: include same‑compute, parallel comparisons to direct optimization baselines (DPO, SimPO, ORPO, KTO) with matched settings.
- Generalization: broaden evidence to more domains and harder tasks beyond the reported benchmarks.","Weak Accept"
"Summary: This paper introduces NumText, which is a dual-modality framework that integrates the numerical and textual representations of time series data to improve time series forecasting performance. A time series patch is processed by two experts, specifically a textual expert, which converts normalized numerical values into quantized text tokens and extracts semantic embeddings via a frozen LLM, and a numerical expert, which linearly projects the raw numeric patch into embedding space.  It also designs a soft Mixture-of-Experts module that dynamically fuses both modality representations. A Transformer backbone and projection head are used for forecasting.  Empirical results across eight benchmark datasets show that the NumText achieves good performance results and improves results over unimodal baselines.
Strengths: 1. I support that when using LLMs for time series forecasting, inputting numerical inputs as text is more effective than incorporating contextual descriptions ( this may work when classification or other decision boundary involved time series analysis task). The idea of treating raw TS data simultaneously as numbers and text is great.

2. Providing a theoretical proof about incorporating two different modalities is beneficial than unimodal forecasting and soft-MoE is effective.

3. Comprehensive experimental evaluation on benchmark datasets and compare with baseline models. Ablation study shows the effectiveness of modalities and minimal effects on different choices of LLM.
Weaknesses: 1. Components for time series process ( ReINV, Patch, text tokenization etc.) are widely used in current time series analysis pipelines. Thus, the technical novelty of this paper is limited. 
2. Related work is not up-to-date and missing important baseline comparisons, such as time-LLM. 
3. Your experimental results appear promising, particularly on the weather datasets. However, the visualizations suggest inconsistencies, which I doubt the results.","Reject"
"Summary: This paper investigates whether small language models (SLMs) and quantized large language models (LLMs) can maintain brain alignment—i.e., the ability to predict human brain activity during naturalistic language processing—as effectively as full-scale LLMs. Using fMRI data from participants listening to stories, the authors evaluate models across scales (1B to 8B parameters) and quantization methods (AWQ, GPTQ, SmoothQuant). They also assess linguistic competence using the FlashHolmes benchmark, which spans morphology, syntax, semantics, discourse, and reasoning.
Strengths: Originality: First to jointly study model scale, compression, and brain alignment in a controlled neuroimaging setting.

Quality: Strong empirical foundation with multiple model families, quantization methods, and brain regions.

Clarity: Clear distinction between brain alignment and task performance, with nuanced interpretation of their divergence.

Significance: Offers practical recommendations for neuroAI applications, especially in low-latency or low-resource environments like BCIs.
Weaknesses: 1.Model scale upper limit: The largest model evaluated is 8B; extrapolating findings to 13B+ models (DeepSeek-R1-Distill-Qwen-14B, Qwen3-32B, DeepSeek-R1-Distill-Qwen-32B, etc.) remains unclear. 

2.Compression scope: The motivation and experimental design of this article are not convincing. Only post-training quantization is studied; pruning, distillation, or structured compression are not explored.

3.Modality limitation: Only fMRI is used; MEG or ECoG could reveal temporal dynamics of alignment loss.

4.Decoder gap: The study focuses on encoding (brain prediction); decoding (stimulus reconstruction) is not addressed.","Reject"
"Summary: This paper proposes a new method for detecting hallucinations in language models by interpreting the model's sequential predictions as quotients of two different energy-based models (EBMs) denoted $E_\\theta^{\\ell}$ and $E_\\theta^m$. The paper defines the spilled energy as the difference between the two energies: $\\Delta E_\\theta(\\mathbf{x}_{0:i}) = E_\\theta^\\ell(\\mathbf{x}_{0:i}) - E_\\theta^m(\\mathbf{x}_{0:i})$. 

The paper then proposes several measures for hallucination detection, including:
- marginal energy $E_\\theta^m$,
- spilled energy $\\Delta E_\\theta$, and
- scaled spilled energy $\\Delta E_s := |E_\\theta^m| \\Delta E_\\theta$.

These metrics are evaluated in two settings. First, a synthetic setup, involving the detection of increasingly smaller numerical errors introduced in arithmetic computations of 13-digit integers. Spilled energy ($\\Delta E_\\theta$) gets strictly superior ROC curves (better pointwise, not just in AUC) than baselines across Llama-3-8B (both instruct and non-instruct versions), Qwen-3-8B, and Mistral-7B-Instruct. 

Second, the proposed methods are tested in detecting errors in reasoning tasks across several benchmarks. To do so, the *exact answer tokens* are detected, and the different methods are computed across them using different pooling methods. The different methods are compared against logit energy and [1] using AuROC scores.

---

[1] Orgad, H., Toker, M., Gekhman, Z., Reichart, R., Szpektor, I., Kotek, H. and Belinkov, Y., 2024. Llms know more than they show: On the intrinsic representation of llm hallucinations. arXiv preprint arXiv:2410.02707.
Strengths: - **(S1)** The proposed methods are efficient, simple, generic, easy to implement, can be applied to any language model given access to its logits (gray-box access), and extend previous hallucination detection methods.

- **(S2)** The proposed methods are evaluated on a wide range of models and tasks, and show strong performance. The synthetic setup is well-designed, and the reasoning tasks are representative of the kind of tasks where hallucinations are likely to occur in real-world applications.

- **(S3)** The entire derivation of spilled energy is presented in the main text and is not hidden in the appendix. The derivation is clear and easy to follow (if a bit cumbersome).
Weaknesses: - **(W1)** The paper does not provide a theoretical justification for why spilled energy (or the other proposed methods) is a good indicator of hallucinations. It is just an empirical observation. Moreover, the intuitive explanation is limited to:
  > ...the two energies, not interacting at the same step but at steps $i$ and $ i-1$, should be equal, but they are measured in the LLM at different generation steps and from different components.

  and
  > Since both terms on the right side should be equal to $E_\\theta (\\mathbf{x}_{i:1})$, delta values should always be zero when we are correctly modeling the energy at timestep $i$.

  Which are unclear to me (see question 1).

- **(W2)** While the authors mention that using the exact answer is critical for deployment, the paper is vague on the exact method used to detect these exact answer tokens. The only mention I found is in Section 4.2: 
  > We identify this span by prompting the LLM for a brief answer.

- **(W3)** The derivation of spilled energy is more cumbersome and complicated than it should be. E.g., equations (1) and (2) are redundant (one of them suffices), and equations (3)-(5) can be united into one. This is a minor weakness.","Weak Accept"
"Summary: This paper proposes a general instruction-based image editing framework addressing poor generalization of existing methods to out-of-training-domain instructions. It uses a reinforcement learning (RL)-fine-tuned Multimodal Large Language Model (MLLM) called Builder to organize model-level tools (Bricks).

Bricks include predictive models (e.g., RES for object segmentation, ADD-PRED for adding position prediction) and editing models (e.g., INPAINT for inpainting, STYLE for style transfer), each trained independently for flexibility and performance.

Its three-stage progressive RL training: first, Supervised Fine-Tuning (SFT) builds basic capabilities; second, GT-based RL optimizes tool composition; third, GT-free RL uses an MLLM critic for feedback to enhance open-domain instruction handling.

Experiments show LEGO-Edit achieves state-of-the-art on GEdit-Bench and ImgBench. It handles complex multi-step edits, adapts to new tools/feedback zero-shot, maintains non-edited region consistency, and supports Chinese instructions and text editing.
Strengths: 1. This paper proposes a new direction to handle complex human-instructed image-editing tasks that uses existing image-editing models to construct an agent.
2. It shows superior experimental results when compared with other SOTA image generation models.
Weaknesses: 1. The description of training Builder is not sufficient, especially for the reinforcement learning section.  How to obtain an accurate reward when dealing with complex scenarios?
2. How about the results when compared with the Qwen-image and Seedream 3.0/4.0 series, which are end-to-end image generation models? 
3. There seem to be no failure cases presented in this paper. How to deal with the situation where the agent determines the error workflow, which may obtain terrible results? And how about the success rate of the agent?","Weak Accept"
"Summary: The paper presents FOCUS (Frame-Optimistic Confidence Upper-bound Selection), a training-free and model-agnostic keyframe selection approach designed to improve long-video understanding in multimodal large language models (MLLMs). The authors formulate keyframe selection as a combinatorial pure-exploration problem within a multi-armed bandit framework, leveraging empirical means and Bernstein-style confidence bounds to balance exploration and exploitation. A two-stage coarse-to-fine procedure is further proposed to enable efficient and parallel computation. Experiments on LongVideoBench and Video-MME demonstrate consistent accuracy gains across multiple MLLMs. Overall, the paper provides an efficient and theoretically grounded solution to long-video understanding under tight token budget constraints.
Strengths: 1. The paper is original in formulating keyframe selection for long-video understanding as a combinatorial pure-exploration multi-armed bandit problem. This is a novel and reasonable perspective that provides new theoretical and algorithmic insights for researchers working on efficient video representation and token budgeting.
2. The proposed two-stage coarse-to-fine procedure effectively addresses the non-parallelizable nature of sequential arm-pulling and updating, providing a practical solution that improves efficiency with minimal performance loss. This design is both elegant and empirically effective.
3. The paper also shows strong theoretical grounding and empirical validation. The theoretical analysis is clear and complete, and the experiments are comprehensive, covering multiple benchmarks and models. The results align well with the theoretical claims, reinforcing the soundness and significance of the contribution.
Weaknesses: 1. In Section 2.2, the paper assumes that “frame-level utility within the same arm share the same distribution.” It is unclear how this assumption is ensured in practice, especially regarding how the M non-overlapping fixed-length clips are partitioned. For instance, when the video contains shot changes or scene transitions, it is not clear how these are handled or whether the authors explored alternative segmentation strategies.
2. The experiments are limited to LongVideoBench and Video-MME, both of which focus on long-form video QA. Evaluating the method on datasets with different characteristics—such as spatial reasoning benchmarks (e.g., VSI-Bench) or shorter video datasets—would provide a better understanding of the method’s generalizability and potential limitations.
3. I am curious about how the number of clips (M) affects performance and efficiency. Since the method’s core formulation relies on partitioning videos into M fixed-length clips, an ablation study on M (and possibly related hyperparameters) would make the analysis more complete.
4. There are a few minor typos (e.g., a missing period around line 025). The authors are encouraged to carefully proofread the paper to minimize such small errors.","Weak Accept"
"Summary: The paper introduces Just-in-Time Symbolic Weighted Transducers (JIT-SWT) as an execution semantics for CPWL neural networks.

Rather than completely expanding a ReLU network's exponentially large region decomposition, JIT-SWIT builds a guarded CPWL transducer and refines it on demand during the analysis.

The framework support sound any time envelopes, exactness on fully refined cells, formal reasoning tasks, and some experiments on FFNs, CNNs, GNNs.
Strengths: Originality: The formalization seem novel and the idea of bridging algebraic formalisms and neural verification seems new.

Quality: Comprehensive theoretical framework with proofs of soundness, decidability, and budgeted complexity bounds.
Weaknesses: Accessibility: The main text is quite dense and does not provide enough background, motivation, or illustrations for several of the definitions and proofs in the paper. A brief paragraph before each definition or at the beginning of each subsection providing an intuition on why the concepts are needed, or how they work at an intuitive level would be appreciated.

Scalability: Experiments are on small networks and restricted settings. A clearer discussion on when this can be applied and when it cannot would be appreciated.

Related work: It is not clear if this is the only solution out there for neural verification, geometry, and causal analysis. Are there other solutions that could be used for this? If yes, how does this compare to them? In which regards is this solution better?","Weak Accept"
"Summary: This paper introduce ViewSpatial-Bench, a comprehensive new benchmark with an automated 3D annotation pipeline, to systematically evaluate the capability of multi-perspective spatial localization with five different tasks. The paper also shows by training on the curated large-scale dataset, the model performance on this benchmark improves by 40%, with generalizability into embodied interaction scenarios.
Strengths: 1. Comprehensive benchmark ViewSpatial-Bench covering five different tasks from both camera and human perspectives. 
2. Extensive experiments revealing the common failure of current models in multi-perspective spatial localization and performance improvement with fine-tuning. 
3. The paper is well written.
Weaknesses: 1. Concerns regarding overfitting and generalization. The performance leap of MVSM is suspicious and raises the question of whether the model has learned a generalizable skill of perspective-taking or has simply memorized the patterns in the ViewSpatial-Bench training set. The results on VSI-Bench show a much more modest improvement (+2.37% average), suggesting that the learned skill may not transfer as effectively to an out-of-distribution benchmark. 
2. Comparison with previous work. As shown in Table 2, the difference between ViewSpatial-Bench and SPHERE only lies in 3D-Coord, which seemingly is not used in the experiments. Considering other similar benchmarks such as MindCube, this raises concerns regarding the novelty of the work. In addition, the benchmark only covers in-door scenes (from ScanNet), which is acknowledged by the author at L459. This raises concerns when it comes to outdoor environments. 
3. The paper introduces the ""Multi-View Spatial Model (MVSM)"", which is not a novel model design, but a VLM fine-tuned on the proposed dataset. This is a bit overclaiming and should be made clearer.","Weak Reject"
"Summary: The paper proposes Dynamic Cognitive Orchestrator (DCO), a two-stage prompting framework where an LLM first plans a reasoning strategy from a set of cognitive modules and then executes that plan. The authors argue this separates metacognition from problem solving and better mirrors human executive control. They report strong results on MATH, Codeforces, and BIG-Bench Hard and claim that adaptive module selection (e.g., picking “FormalDeduction” for algebra) is what drives the gains.
Strengths: The paper propose a two-stage promping framework and run some experiments.
Weaknesses: 1.	It is not clear whether the reported improvements actually stem from the proposed two-stage DCO separation, rather than from extra guidance/token budget or task-specific module design.
2.	The existing reasoning model can already follow a “plan-then-execute” pipeline; the paper should clarify what is fundamentally new in DCO beyond this existing paradigm.
3.	The experimental section is relatively thin (only three tables in an eight-page paper); more comprehensive evaluations and ablations are needed to convincingly justify the method.","Strong Reject"
"Summary: The paper studies online finite-horizon adversarial linear CMDPs where per-episode losses are chosen adversarially with full-information feedback, costs are i.i.d. stochastic with bandit feedback, and the dynamics, loss, and cost all admit a linear feature structure as in linear MDPs. The authors propose a policy-based primal–dual algorithm that, for the first time in this setting, attains simultaneous sublinear regret and sublinear constraint violation, both of order $O(K^{\\frac{3}{4}})$ where $K$ is the number of episodes. To get there, they introduce a nonstandard weighted LogSumExp softmax policies, which arises because they must occasionally mix the current policy with a uniform policy to keep the dual variable under control, and that mixing destroys the simple softmax recursion. The main technical work is (1) proving a new covering-number bound for this mixed policy class, and (2) combining periodic policy mixing with a regularized dual update so that the policy class does not blow up too fast, and the dual variable stays $O(1)$ rates, which together leads to $O(K^{\\frac{3}{4}})$ regret. Experiments on a job-scheduling CMDP with adversarial losses confirm sublinear growth of both metrics.
Strengths: This paper gives the first sublinear result in this exact setting. Prior CMDP work with linear function approximation handled stochastic losses/costs, prior adversarial CMDP work handled tabular state spaces. This paper is the first to get both linear function approximation and adversarial losses and constraints with provable sublinear regret and violation. 

Technically, the paper propose analysis to the covering number of weighted logSumExp softmax policy class and periodic mixing to control the dual. Through this way, it is possible to balance statistical complexity and constraint control.

A lot of adversarial/safe CMDP papers fall back to occupancy-measure mirror descent but this paper is policy-based.
Weaknesses: The paper consider full-information losses, leaving more challenging bandit feedback setting unsolved. 

The regret bound is still suboptimal due to the mixing technique but this is the cost for the additional constraint.","Weak Accept"
"Summary: This paper analyzes the differences in data reconstruction attacks between CNN and MLP models in split learning systems and concludes that MLP models are more resistant to such attacks than CNN models.
Strengths: The study topic is good, but I can no longer identify any notable strengths.
Weaknesses: 1.The paper confuses the two scenarios, VFL and Two-Party SL. In previous works [1,2], VFL typically adopts a two-party setting where the client holds part of the model (the bottom model), and the server also holds partial data and a portion of the bottom model. The intermediate representations from both sides are aggregated and passed through the server’s top model. In contrast, Two-Party SL [3,4,5,6,7] is fundamentally different: the server only holds the latter part of the model and has no access to private data—it merely receives intermediate representations and returns the corresponding gradients to the client. The scenario studied in this paper is SL, not VFL, as clearly shown in Section 3 (Setup).

2.The paper does not evaluate state-of-the-art attacks. It only considers UnSplit [3] and FSHA [4], which are outdated methods developed before 2022. More recent and more powerful attacks, such as PCAT [5], FORA [6], and SDAR [7], are not included in the evaluation. These newer attacks have demonstrated superior performance compared to UnSplit and FSHA and may not experience the same poor results on MLP models. Moreover, as shown in [8], attackers can also achieve effective data reconstruction using a ViT architecture.

3.The remarks in Section 3 lack proper justification. In Remarks 1 and 3, the paper directly claims that the attacker “cannot reconstruct the initial data X” but this conclusion is neither theoretically proven nor experimentally verified. Moreover, the attacker is unaffected by the client’s transformations on the model or input—as long as the activations ( H ) remain the same, nothing changes from the attacker’s perspective. Additionally, many attack methods do not rely on matching data distributions; they can still perform effectively even when using auxiliary data with different distributions (as shown in FSHA [4], FORA [6], and SDAR [7]). 

4.FID is already a widely used metric in model inversion attacks. While the paper claims that FID is superior to MSE, MSE is not specifically designed for image-level evaluation. What about other commonly used metrics such as SSIM, PSNR, or LPIPS? In Table 1, the MSE of the MLP-based model is better than that of the CNN on F-MNIST, while the FID of the MLP-based model is better than CNN on CIFAR-10. These results are inconsistent with the paper’s conclusions.

5.The cut layer is set too shallow in the experiments, with only layer 1 evaluated, as UnSplit performs poorly on deeper layers. To convincingly demonstrate that attacks on MLP models are less effective than on CNNs, a range of cut layers should be tested for a comprehensive comparison. Additionally, to support the claim that MLP models are harder to attack than CNNs, experiments should include diverse MLP architectures, and the client could also add several MLP layers to existing CNN models for evaluation.

6.Questions arise regarding the results. In Figure 5, the attack results on the MLP-based model do not match the original images; for example, an original “0” or shoe is reconstructed as “1” or a T-shirt. If the attacker were less effective, the output should appear blurry rather than completely mismatched. Similarly, the results in Figure 7 suggest inappropriate hyperparameter settings rather than a fundamental weakness of the attack—the hyperparameters may need adjustment for different models, as the attack does not appear fully optimized.

7.Minor Issues: Many references lack conference or journal names and are therefore incomplete. The paper does not disclose significant LLM usage, as required by the author guidelines.

[1]Fu, Chong, et al. ""Label inference attacks against vertical federated learning."" 31st USENIX security symposium (USENIX Security 22). 2022.

[2]Yao, Duanyi, et al. ""URVFL: Undetectable Data Reconstruction Attack on Vertical Federated Learning."". NDSS 2025.

[3]Erdoğan, Ege, Alptekin Küpçü, and A. Ercüment Çiçek. ""Unsplit: Data-oblivious model inversion, model stealing, and label inference attacks against split learning."" Proceedings of the 21st Workshop on Privacy in the Electronic Society. 2022.

[4]Pasquini, Dario, Giuseppe Ateniese, and Massimo Bernaschi. ""Unleashing the tiger: Inference attacks on split learning."" Proceedings of the 2021 ACM SIGSAC conference on computer and communications security. 2021.

[5]Gao, Xinben, and Lan Zhang. ""{PCAT}: Functionality and data stealing from split learning by {Pseudo-Client} attack."" 32nd USENIX Security Symposium (USENIX Security 23). 2023.

[6]Xu, Xiaoyang, et al. ""A stealthy wrongdoer: Feature-oriented reconstruction attack against split learning."" Proceedings of the IEEE/CVF conference on computer vision and pattern recognition. 2024.

[7]Zhu, Xiaochen, et al. ""Passive inference attacks on split learning via adversarial regularization."" NDSS 2025.

[8]Wang, Lixu, et al. ""Split adaptation for pre-trained vision transformers."" Proceedings of the Computer Vision and Pattern Recognition Conference. 2025.","Reject"
